Name,Gender,Frequency
मिरा कुमारी,0,1976
अम्वर बहादुर,1,1976
वसन्त,1,1973
राम किशोर,1,1972
उज्वल,1,1968
चन्द्रावती,0,1960
राम नाथ,1,1958
मीना देवी,0,1955
रमा कुमारी,0,1955
ईश्‍वरी,0,1951
शिवलाल,1,1949
रामकृष्ण,1,1948
ऋषि राम,1,1946
सजना,0,1946
उदय बहादुर,1,1945
वविता कुमारी,0,1939
केदार प्रसाद,1,1938
बुध माया,0,1934
भक्त वहादुर,1,1931
बुद्ध बहादुर,1,1928
हरिलाल,1,1927
खगीसरा,0,1925
जगदीश,1,1922
रोहन,1,1922
गौरव,1,1917
रघुनाथ,1,1916
राम कृष्‍ण,1,1914
कान्ती,0,1913
झरना,0,1912
राजु कुमार,1,1911
राम सागर,1,1910
मेख बहादुर,1,1906
कान्‍छी,0,1904
मान सिंह,1,1903
सुजित कुमार,1,1902
संगिता देवी,0,1901
पार्वति,0,1899
सीताराम,1,1896
राजेन्‍द्र,1,1895
मिनु,0,1894
गोकर्ण,1,1891
अजित,1,1890
प्रभु,1,1885
दिप नारायण,1,1882
धनिराम,1,1880
गोरख बहादुर,1,1880
सुकदेव,1,1875
मेघराज,1,1875
बसन्त कुमार,1,1873
डिल्लीराम,1,1872
विश्‍वनाथ,1,1867
सरस्वति,0,1866
विष्‍णु बहादुर,1,1865
बिकास,1,1864
कौशिला देवी,0,1861
इश्वर,1,1860
चन्द्रकला देवी,0,1858
सुमिता,0,1856
गौमती,0,1855
रामलाल,1,1850
होम नाथ,1,1850
मनिष कुमार,1,1849
विनु,0,1847
बुद्ध,1,1847
विवेक कुमार,1,1845
अनिषा,0,1844
बिकाश,1,1844
तुलसी कुमारी,0,1844
गौरी शंकर,1,1840
रुप बहादुर,1,1840
सुनिता,0,1838
लक्ष्मी नारायण,1,1837
जय कुमारी,0,1828
राजु,0,1826
अंकित,1,1826
दिपक राज,1,1825
राम प्रवेश,1,1825
चन्द्रा कुमारी,0,1824
हिरा,1,1822
रबिन्द्र,1,1821
पंकज,1,1820
पशुपती,0,1814
अनिष,1,1806
देव माया,0,1806
नितेश,1,1805
उमेश प्रसाद,1,1804
आइती,0,1803
रिंकु कुमारी,0,1800
गोरी,0,1799
विष्णु देवी,0,1798
देविका,0,1795
नन्द माया,0,1794
धने,1,1793
पविता,0,1792
जैसरा,0,1791
सुमन कुमार,1,1790
रश्मी,0,1789
सुस्मीता,0,1788
शुशिला देवी,0,1786
सुरेश प्रसाद,1,1785
धर्म बहादुर,1,1785
नन्द किशोर,1,1784
गिर बहादुर,1,1783
विन्दा देवी,0,1777
हरिराम,1,1777
किरण देवी,0,1775
अमिना,0,1774
यज्ञ प्रसाद,1,1773
विद्या,0,1772
सजिना,0,1770
ठुली,0,1769
अरविन्द कुमार,1,1767
लाल बाबु,1,1767
कमला,0,1765
शुसिल,1,1764
भद्र बहादुर,1,1762
तुला राम,1,1759
ऋषिराम,1,1757
कृष्‍ण कुमार,1,1755
विस्ना देवी,0,1755
गोपी,1,1750
राम देवी,0,1749
इन्द्र वहादुर,1,1748
गगन,1,1747
जिवन कुमार,1,1747
पशुपति,1,1746
कल्पना देवी,0,1745
पुजन,1,1743
केदार नाथ,1,1742
मुन्नी,0,1736
वर्षा,0,1733
सुसन,1,1730
जय प्रसाद,1,1730
प्रेमा,0,1729
पंकज कुमार,1,1729
सन्च माया,0,1725
रत्न कुमारी,0,1724
मथुरा,0,1720
टेक राज,1,1719
भेष बहादुर,1,1719
रेणु देवी,0,1719
मुना देवी,0,1717
मेनका,0,1716
मैया देवी,0,1716
चाँदनी,0,1715
किशोरी,1,1715
शान्ता देवी,0,1713
शुक माया,0,1708
शिवजी,1,1708
सुना,0,1705
विदुर,1,1702
श्रीकृष्ण,1,1702
धिरज कुमार,1,1701
प्रेम राज,1,1700
कुल वहादुर,1,1696
ज्योति,0,1695
निकिता,0,1694
दिपक प्रसाद,1,1694
जमुना कुमारी,0,1693
पुष्पा देवी,0,1690
खगिसरा,0,1690
श्री कृष्ण,1,1688
आइते,1,1687
किरण कुमार,1,1685
ज्ञानी माया,0,1685
खगेन्द्र बहादुर,1,1682
हरि कुमार,1,1682
कालिका,0,1679
श्रवण,1,1679
यादव,1,1673
अब्दुल,1,1672
नन्द कुमार,1,1664
सञ्जय,1,1664
सुशीला,0,1663
जोगी,1,1663
कमल कुमार,1,1662
विस्ना,0,1660
बिन्दा,0,1660
बेल कुमारी,0,1659
हेम कुमार,1,1659
हरि कृष्ण,1,1653
देब बहादुर,1,1653
राधिका कुमारी,0,1649
ईश्वरी,0,1648
नसिमा,0,1648
सीता राम,1,1646
ईन्द्र कुमारी,0,1646
चम्पा देवी,0,1645
फुलो,0,1644
सुन कुमारी,0,1643
हरेराम,1,1643
गंगा,0,1640
संदिप,1,1638
बसन्ती देवी,0,1638
सरस्वता,0,1637
राहुल कुमार,1,1637
निरमाया,0,1635
देउ बहादुर,1,1631
हिम कुमारी,0,1631
लालबाबु,1,1628
दिपेन,1,1628
दया राम,1,1628
मोहम्मद,1,1626
ईश्‍वर,1,1625
आइती माया,0,1625
झलक बहादुर,1,1624
नानु,0,1623
धर्मेन्द्र कुमार,1,1623
ज्ञान माया,0,1623
जिवछ,1,1623
कुमारी माया,0,1623
पुर्ण वहादुर,1,1623
संजिता,0,1621
प्रेम माया,0,1619
मीन बहादुर,1,1615
शुभद्रा,0,1615
रन्जु कुमारी,0,1615
सानु,1,1613
रिमा कुमारी,0,1611
सोविता,0,1609
ज्ञानु माया,0,1609
केशब,1,1608
साबित्रा,0,1607
साधना,0,1606
लिलाधर,1,1605
आनन्द कुमार,1,1603
क्षेत्र बहादुर,1,1602
कमली देवी,0,1601
रत्न माया,0,1600
सुमिन्त्रा,0,1597
विनोद प्रसाद,1,1597
सोनु,1,1595
विन्देश्‍वर,1,1595
मोहन सिंह,1,1594
निर कुमारी,0,1593
पिंकी,0,1591
राम चन्‍द्र,1,1590
बुद्धिराम,1,1590
निश्चल,1,1589
जोगेन्द्र,1,1588
पूर्ण वहादुर,1,1588
हिमा कुमारी,0,1587
सुशिल कुमार,1,1586
उदय,1,1585
चन्द्र प्रकाश,1,1585
आस्था,0,1583
सावित्रा देवी,0,1582
सानु कान्छा,1,1581
टिका प्रसाद,1,1578
रामरती,0,1578
सोम प्रसाद,1,1577
धिरेन्द्र कुमार,1,1577
तुलसी माया,0,1577
नैन कुमारी,0,1576
निकेश,1,1574
नैन बहादुर,1,1570
अस्मीता,0,1566
ममिता,0,1565
रतन बहादुर,1,1565
रमिता कुमारी,0,1565
सरु देवी,0,1562
बलिराम,1,1562
कृष्ण राज,1,1561
शिव राम,1,1561
पार्बती,0,1554
जस माया,0,1553
खगेन्द्र प्रसाद,1,1552
रबि,1,1550
रतन,1,1549
नर्वदा,0,1548
कविराज,1,1548
कृष्ण देवी,0,1546
राधेश्‍याम,1,1545
पुस्कर,1,1544
टंक कुमारी,0,1543
शालिक राम,1,1533
कली,0,1532
खड्ग कुमारी,0,1530
कुन्ती देवी,0,1530
अमृत कुमार,1,1522
सानु कान्छी,0,1520
दिलीप,1,1519
सुन बहादुर,1,1518
मधु,0,1516
मधु कुमारी,0,1516
कला देवी,0,1513
देवा,0,1512
सोम कुमारी,0,1511
भिम कुमार,1,1510
रामशरण,1,1509
विनय कुमार,1,1507
बाबु लाल,1,1507
भवानी प्रसाद,1,1506
हुम कुमारी,0,1506
राम गोपाल,1,1505
शेखर,1,1504
अञ्जना,0,1504
घन श्याम,1,1503
दिवस,1,1501
राम उदगार,1,1500
शैलेन्द्र,1,1500
सन्तराम,1,1497
अम्विका देवी,0,1496
माईली,0,1496
सदिक्षा,0,1495
मिन वहादुर,1,1494
नानी,0,1492
प्रदीप कुमार,1,1490
लोक कुमारी,0,1488
काजी मान,1,1486
श्रीमाया,0,1483
नवल किशोर,1,1482
पिंकी कुमारी,0,1480
मोहमद,1,1478
राम मिलन,1,1477
लीला,0,1476
सिता,0,1475
गौरा,0,1474
शुशिला कुमारी,0,1473
गुमा,0,1472
सोमनाथ,1,1471
डिला,0,1471
मुना कुमारी,0,1468
पुष्कर,1,1467
मनिस,1,1467
सिता देवि,0,1467
सुवाश,1,1466
राममाया,0,1463
आस माया,0,1463
कमलावती,0,1462
बिमला कुमारी,0,1461
बसुन्धरा,0,1461
सत्‍य नारायण,1,1459
